 0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 -5.641977e-32  0.000000e+00  9.783257e-17  0.000000e+00 -9.783257e-17  0.000000e+00  1.813636e-30  0.000000e+00 -1.927560e-30  0.000000e+00  7.396200e-31  0.000000e+00 -1.418746e-30  0.000000e+00  2.268874e-16  0.000000e+00 -7.562662e-21  0.000000e+00  0.000000e+00  0.000000e+00 -2.268874e-16  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  2.411028e-19 
 1.000000e-01  2.411028e-20  1.000000e-01 -1.000750e-13  1.000000e-01  0.000000e+00  1.000000e-01  1.000750e-13  1.000000e-01  9.804615e-17  1.000000e-01  9.783257e-17  1.000000e-01 -1.958787e-16  1.000000e-01  1.825127e-32  1.000000e-01 -1.054365e-30  1.000000e-01  1.397356e-30  1.000000e-01 -1.072296e-32  1.000000e-01  2.268874e-16  1.000000e-01 -7.562662e-21  1.000000e-01 -1.000190e-13  1.000000e-01 -2.268874e-16  1.000000e-01  0.000000e+00  1.000000e-01  2.468214e-19  1.000000e-01  1.549423e-20 
 2.000000e-01  8.402901e-21  2.000000e-01 -2.000194e-13  2.000000e-01  0.000000e+00  2.000000e-01  2.000194e-13  2.000000e-01  1.930488e-16  2.000000e-01  9.783257e-17  2.000000e-01 -2.908814e-16  2.000000e-01  1.708548e-33  2.000000e-01 -1.053838e-30  2.000000e-01  1.391624e-30  2.000000e-01  7.400313e-34  2.000000e-01  2.268874e-16  2.000000e-01 -7.562662e-21  2.000000e-01 -2.000194e-13  2.000000e-01 -2.268874e-16  2.000000e-01  0.000000e+00  2.000000e-01  2.915071e-19  2.000000e-01  1.162989e-20 
 3.000000e-01  9.518003e-21  3.000000e-01 -3.000194e-13  3.000000e-01  0.000000e+00  3.000000e-01  3.000194e-13  3.000000e-01  2.853471e-16  3.000000e-01  9.783257e-17  3.000000e-01 -3.831796e-16  3.000000e-01 -6.882992e-34  3.000000e-01 -1.045708e-30  3.000000e-01  1.380397e-30  3.000000e-01  2.375627e-33  3.000000e-01  2.268874e-16  3.000000e-01 -7.562662e-21  3.000000e-01 -3.000194e-13  3.000000e-01 -2.268874e-16  3.000000e-01  0.000000e+00  3.000000e-01  3.301913e-19  3.000000e-01  1.080324e-20 
 4.000000e-01  1.057871e-20  4.000000e-01 -4.000194e-13  4.000000e-01  0.000000e+00  4.000000e-01  4.000194e-13  4.000000e-01  3.752191e-16  4.000000e-01  9.783257e-17  4.000000e-01 -4.730517e-16  4.000000e-01 -1.417565e-33  4.000000e-01 -1.036129e-30  4.000000e-01  1.367841e-30  4.000000e-01  2.877323e-33  4.000000e-01  2.268874e-16  4.000000e-01 -7.562662e-21  4.000000e-01 -4.000194e-13  4.000000e-01 -2.268874e-16  4.000000e-01  0.000000e+00  4.000000e-01  3.669884e-19  4.000000e-01  1.045708e-20 
 5.000000e-01  1.161587e-20  5.000000e-01 -5.000194e-13  5.000000e-01  0.000000e+00  5.000000e-01  5.000194e-13  5.000000e-01  4.628970e-16  5.000000e-01  9.783257e-17  5.000000e-01 -5.607295e-16  5.000000e-01 -1.706764e-33  5.000000e-01 -1.075349e-30  5.000000e-01  1.404051e-30  5.000000e-01  3.083061e-33  5.000000e-01  2.268874e-16  5.000000e-01 -7.562662e-21  5.000000e-01 -5.000194e-13  5.000000e-01 -2.268874e-16  5.000000e-01  0.000000e+00  5.000000e-01  4.029691e-19  5.000000e-01  1.030913e-20 
 6.000000e-01  1.264398e-20  6.000000e-01 -6.000194e-13  6.000000e-01  0.000000e+00  6.000000e-01  6.000194e-13  6.000000e-01  5.485764e-16  6.000000e-01  9.783257e-17  6.000000e-01 -6.464090e-16  6.000000e-01 -1.848250e-33  6.000000e-01 -1.065016e-30  6.000000e-01  1.390671e-30  6.000000e-01  3.190081e-33  6.000000e-01  2.268874e-16  6.000000e-01 -7.562662e-21  6.000000e-01 -6.000194e-13  6.000000e-01 -2.268874e-16  6.000000e-01  0.000000e+00  6.000000e-01  4.386353e-19  6.000000e-01  1.026599e-20 
 7.000000e-01  1.367113e-20  7.000000e-01 -7.000194e-13  7.000000e-01  0.000000e+00  7.000000e-01  7.000194e-13  7.000000e-01  6.324248e-16  7.000000e-01  9.783257e-17  7.000000e-01 -7.302573e-16  7.000000e-01 -1.924165e-33  7.000000e-01 -1.054525e-30  7.000000e-01  1.377019e-30  7.000000e-01  3.253523e-33  7.000000e-01  2.268874e-16  7.000000e-01 -7.562662e-21  7.000000e-01 -7.000194e-13  7.000000e-01 -2.268874e-16  7.000000e-01  0.000000e+00  7.000000e-01  4.742685e-19  7.000000e-01  1.028520e-20 
 8.000000e-01  1.470234e-20  8.000000e-01 -8.000194e-13  8.000000e-01  0.000000e+00  8.000000e-01  8.000194e-13  8.000000e-01  7.145863e-16  8.000000e-01  9.783257e-17  8.000000e-01 -8.124189e-16  8.000000e-01 -1.978073e-33  8.000000e-01 -1.093219e-30  8.000000e-01  1.412610e-30  8.000000e-01  3.302395e-33  8.000000e-01  2.268874e-16  8.000000e-01 -7.562662e-21  8.000000e-01 -8.000194e-13  8.000000e-01 -2.268874e-16  8.000000e-01  0.000000e+00  8.000000e-01  5.100425e-19  8.000000e-01  1.034446e-20 
 9.000000e-01  1.574093e-20  9.000000e-01 -9.000194e-13  9.000000e-01  0.000000e+00  9.000000e-01  9.000194e-13  9.000000e-01  7.951867e-16  9.000000e-01  9.783257e-17  9.000000e-01 -8.930193e-16  9.000000e-01 -2.016566e-33  9.000000e-01 -1.082510e-30  9.000000e-01  1.448076e-30  9.000000e-01  3.341127e-33  9.000000e-01  2.268874e-16  9.000000e-01 -7.562662e-21  9.000000e-01 -9.000194e-13  9.000000e-01 -2.268874e-16  9.000000e-01  0.000000e+00  9.000000e-01  5.460723e-19  9.000000e-01  1.043104e-20 
