 0.000000e+00  0.000000e+00 
 1.000000e-01  9.039170e-10 
 2.000000e-01  1.671580e-09 
 3.000000e-01  2.318874e-09 
 4.000000e-01  2.862416e-09 
 5.000000e-01  3.317256e-09 
 6.000000e-01  3.696800e-09 
 7.000000e-01  4.012860e-09 
 8.000000e-01  4.275757e-09 
 9.000000e-01  4.494436e-09 
 1.000000e+00  4.676591e-09 
 0.000000e+00 -5.424239e-15 
 1.000000e-01  1.063311e-09 
 2.000000e-01  1.970785e-09 
 3.000000e-01  2.739443e-09 
 4.000000e-01  3.387630e-09 
 5.000000e-01  3.932150e-09 
 6.000000e-01  4.388099e-09 
 7.000000e-01  4.768894e-09 
 8.000000e-01  5.086350e-09 
 9.000000e-01  5.350784e-09 
 1.000000e+00  5.571138e-09 
 0.000000e+00 -6.460696e-15 
 1.000000e-01  1.244874e-09 
 2.000000e-01  2.312693e-09 
 3.000000e-01  3.221349e-09 
 4.000000e-01  3.990998e-09 
 5.000000e-01  4.640241e-09 
 6.000000e-01  5.185937e-09 
 7.000000e-01  5.643203e-09 
 8.000000e-01  6.025458e-09 
 9.000000e-01  6.344518e-09 
 1.000000e+00  6.610696e-09 
 0.000000e+00 -7.558656e-15 
 1.000000e-01  1.450318e-09 
 2.000000e-01  2.700883e-09 
 3.000000e-01  3.770105e-09 
 4.000000e-01  4.679871e-09 
 5.000000e-01  5.450664e-09 
 6.000000e-01  6.101159e-09 
 7.000000e-01  6.648243e-09 
 8.000000e-01  7.107041e-09 
 9.000000e-01  7.490973e-09 
 1.000000e+00  7.811850e-09 
 0.000000e+00 -8.685183e-15 
 1.000000e-01  1.681324e-09 
 2.000000e-01  3.138785e-09 
 3.000000e-01  4.391021e-09 
 4.000000e-01  5.461494e-09 
 5.000000e-01  6.372505e-09 
 6.000000e-01  7.144637e-09 
 7.000000e-01  7.796600e-09 
 8.000000e-01  8.345295e-09 
 9.000000e-01  8.805847e-09 
 1.000000e+00  9.191675e-09 
 0.000000e+00 -9.800119e-15 
 1.000000e-01  1.939459e-09 
 2.000000e-01  3.629692e-09 
 3.000000e-01  5.089145e-09 
 4.000000e-01  6.342799e-09 
 5.000000e-01  7.414637e-09 
 6.000000e-01  8.327085e-09 
 7.000000e-01  9.100774e-09 
 8.000000e-01  9.754432e-09 
 9.000000e-01  1.030496e-08 
 1.000000e+00  1.076750e-08 
 0.000000e+00 -1.085820e-14 
 1.000000e-01  2.226144e-09 
 2.000000e-01  4.176640e-09 
 3.000000e-01  5.869247e-09 
 4.000000e-01  7.330315e-09 
 5.000000e-01  8.585471e-09 
 6.000000e-01  9.658858e-09 
 7.000000e-01  1.057296e-08 
 8.000000e-01  1.134844e-08 
 9.000000e-01  1.200403e-08 
 1.000000e+00  1.255663e-08 
 0.000000e+00 -1.181202e-14 
 1.000000e-01  2.542628e-09 
 2.000000e-01  4.782349e-09 
 3.000000e-01  6.735672e-09 
 4.000000e-01  8.430124e-09 
 5.000000e-01  9.892854e-09 
 6.000000e-01  1.114969e-08 
 7.000000e-01  1.222484e-08 
 8.000000e-01  1.314084e-08 
 9.000000e-01  1.391835e-08 
 1.000000e+00  1.457611e-08 
 0.000000e+00 -1.261563e-14 
 1.000000e-01  2.889967e-09 
 2.000000e-01  5.449178e-09 
 3.000000e-01  7.692256e-09 
 4.000000e-01  9.647693e-09 
 5.000000e-01  1.134399e-08 
 6.000000e-01  1.280854e-08 
 7.000000e-01  1.406727e-08 
 8.000000e-01  1.514443e-08 
 9.000000e-01  1.606257e-08 
 1.000000e+00  1.684235e-08 
 0.000000e+00 -1.322830e-14 
 1.000000e-01  3.269007e-09 
 2.000000e-01  6.179082e-09 
 3.000000e-01  8.742267e-09 
 4.000000e-01  1.098777e-08 
 5.000000e-01  1.294526e-08 
 6.000000e-01  1.464355e-08 
 7.000000e-01  1.611013e-08 
 8.000000e-01  1.737099e-08 
 9.000000e-01  1.845042e-08 
 1.000000e+00  1.937095e-08 
 0.000000e+00 -1.361811e-14 
 1.000000e-01  3.680377e-09 
 2.000000e-01  6.973592e-09 
 3.000000e-01  9.888351e-09 
 4.000000e-01  1.245432e-08 
 5.000000e-01  1.470212e-08 
 6.000000e-01  1.666179e-08 
 7.000000e-01  1.836226e-08 
 8.000000e-01  1.983112e-08 
 9.000000e-01  2.109438e-08 
 1.000000e+00  2.217633e-08 
