 0.000000e+00  1.000000e-15  0.000000e+00 -1.557908e-24  0.000000e+00 -1.557908e-24  0.000000e+00  3.115817e-24 
 1.000000e-01  7.938589e-13  1.000000e-01 -1.049516e-24  1.000000e-01 -5.411228e-25  1.000000e-01  1.590638e-24 
 2.000000e-01  3.911548e-13  2.000000e-01 -1.038835e-24  2.000000e-01 -5.197612e-25  2.000000e-01  1.558596e-24 
 3.000000e-01  4.805935e-13  3.000000e-01 -1.038610e-24  3.000000e-01 -5.193124e-25  3.000000e-01  1.557923e-24 
 4.000000e-01  5.803716e-13  4.000000e-01 -1.038606e-24  4.000000e-01 -5.193030e-25  4.000000e-01  1.557909e-24 
 5.000000e-01  6.803670e-13  5.000000e-01 -1.038606e-24  5.000000e-01 -5.193029e-25  5.000000e-01  1.557908e-24 
 6.000000e-01  7.803669e-13  6.000000e-01 -1.038606e-24  6.000000e-01 -5.193029e-25  6.000000e-01  1.557908e-24 
 7.000000e-01  8.803669e-13  7.000000e-01 -1.038606e-24  7.000000e-01 -5.193029e-25  7.000000e-01  1.557908e-24 
 8.000000e-01  9.803669e-13  8.000000e-01 -1.038606e-24  8.000000e-01 -5.193029e-25  8.000000e-01  1.557908e-24 
 9.000000e-01  1.080367e-12  9.000000e-01 -1.038606e-24  9.000000e-01 -5.193029e-25  9.000000e-01  1.557908e-24 
 1.000000e+00  1.180367e-12  1.000000e+00 -1.038606e-24  1.000000e+00 -5.193029e-25  1.000000e+00  1.557908e-24 
