 0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 -2.504170e-16  0.000000e+00 -8.969121e-16  0.000000e+00  1.147329e-15 
 1.000000e-01  4.685265e-09  1.000000e-01 -4.685265e-09  1.000000e-01  0.000000e+00  1.000000e-01 -2.548823e-16  1.000000e-01 -7.500579e-16  1.000000e-01  1.004940e-15 
 2.000000e-01  2.207253e-08  2.000000e-01 -2.207253e-08  2.000000e-01  0.000000e+00  2.000000e-01 -2.585764e-16  2.000000e-01 -6.075515e-16  2.000000e-01  8.661279e-16 
 3.000000e-01  5.751588e-08  3.000000e-01 -5.751588e-08  3.000000e-01  0.000000e+00  3.000000e-01 -2.615345e-16  3.000000e-01 -4.703369e-16  3.000000e-01  7.318715e-16 
 4.000000e-01  1.088048e-07  4.000000e-01 -1.088048e-07  4.000000e-01  0.000000e+00  4.000000e-01 -2.637905e-16  4.000000e-01 -3.398466e-16  4.000000e-01  6.036371e-16 
 5.000000e-01  1.662628e-07  5.000000e-01 -1.662628e-07  5.000000e-01  0.000000e+00  5.000000e-01 -2.653824e-16  5.000000e-01 -2.183527e-16  5.000000e-01  4.837351e-16 
 6.000000e-01  2.173237e-07  6.000000e-01 -2.173237e-07  6.000000e-01  0.000000e+00  6.000000e-01 -2.663625e-16  6.000000e-01 -1.096922e-16  6.000000e-01  3.760547e-16 
 7.000000e-01  2.527473e-07  7.000000e-01 -2.527473e-07  7.000000e-01  0.000000e+00  7.000000e-01 -2.668182e-16  7.000000e-01 -2.107185e-17  7.000000e-01  2.878901e-16 
 8.000000e-01  2.720434e-07  8.000000e-01 -2.720434e-07  8.000000e-01  0.000000e+00  8.000000e-01 -2.669187e-16  8.000000e-01  3.303709e-17  8.000000e-01  2.338816e-16 
 9.000000e-01  2.838469e-07  9.000000e-01 -2.838469e-07  9.000000e-01  0.000000e+00  9.000000e-01 -2.669213e-16  9.000000e-01  5.515516e-17  9.000000e-01  2.117661e-16 
 1.000000e+00  2.926218e-07  1.000000e+00 -2.926218e-07  1.000000e+00  0.000000e+00  1.000000e+00 -2.669213e-16  1.000000e+00  7.418781e-17  1.000000e+00  1.927335e-16 
 0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 -2.577915e-16  0.000000e+00 -1.041446e-15  0.000000e+00  1.299238e-15 
 1.000000e-01  1.171322e-08  1.000000e-01 -1.171322e-08  1.000000e-01  0.000000e+00  1.000000e-01 -2.627289e-16  1.000000e-01 -8.917361e-16  1.000000e-01  1.154465e-15 
 2.000000e-01  5.377806e-08  2.000000e-01 -5.377806e-08  2.000000e-01  0.000000e+00  2.000000e-01 -2.669150e-16  2.000000e-01 -7.456814e-16  2.000000e-01  1.012596e-15 
