 0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 -1.512919e-16  0.000000e+00 -9.213056e-16  0.000000e+00  1.072598e-15 
 1.000000e-01  1.265875e-07  1.000000e-01 -1.265875e-07  1.000000e-01  0.000000e+00  1.000000e-01 -1.539650e-16  1.000000e-01 -7.739679e-16  1.000000e-01  9.279329e-16 
 2.000000e-01  4.644326e-07  2.000000e-01 -4.644326e-07  2.000000e-01  0.000000e+00  2.000000e-01 -1.561803e-16  2.000000e-01 -6.298029e-16  2.000000e-01  7.859832e-16 
 3.000000e-01  1.032025e-06  3.000000e-01 -1.032025e-06  3.000000e-01  0.000000e+00  3.000000e-01 -1.579518e-16  3.000000e-01 -4.897075e-16  3.000000e-01  6.476593e-16 
 4.000000e-01  1.755531e-06  4.000000e-01 -1.755531e-06  4.000000e-01  0.000000e+00  4.000000e-01 -1.592949e-16  4.000000e-01 -3.549870e-16  4.000000e-01  5.142820e-16 
 5.000000e-01  2.498889e-06  5.000000e-01 -2.498889e-06  5.000000e-01  0.000000e+00  5.000000e-01 -1.602278e-16  5.000000e-01 -2.278776e-16  5.000000e-01  3.881054e-16 
 6.000000e-01  3.119984e-06  6.000000e-01 -3.119984e-06  6.000000e-01  0.000000e+00  6.000000e-01 -1.607776e-16  6.000000e-01 -1.127995e-16  6.000000e-01  2.735771e-16 
 7.000000e-01  3.527677e-06  7.000000e-01 -3.527677e-06  7.000000e-01  0.000000e+00  7.000000e-01 -1.609985e-16  7.000000e-01 -2.073189e-17  7.000000e-01  1.817304e-16 
 8.000000e-01  3.763177e-06  8.000000e-01 -3.763177e-06  8.000000e-01  0.000000e+00  8.000000e-01 -1.610268e-16  8.000000e-01  2.393134e-17  8.000000e-01  1.370954e-16 
 9.000000e-01  3.925097e-06  9.000000e-01 -3.925097e-06  9.000000e-01  0.000000e+00  9.000000e-01 -1.610270e-16  9.000000e-01  3.844948e-17  9.000000e-01  1.225775e-16 
 1.000000e+00  4.046436e-06  1.000000e+00 -4.046436e-06  1.000000e+00  0.000000e+00  1.000000e+00 -1.610270e-16  1.000000e+00  5.193088e-17  1.000000e+00  1.090961e-16 
 0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 -1.551402e-16  0.000000e+00 -1.067525e-15  0.000000e+00  1.222665e-15 
